,CONTROL,REGION,SHIPMONTH,SECTIONS,WEIGHT,WGTADJ,STATUS,PRICE,SQFT,BEDROOMS,TITLED,LOCATION,FOUNDATION,SECURED
5040,18100124,3,201810,2,28.9964,1.0855,2.0,139000.0,2300.0,3.0,2.0,3.0,2.0,1.0
5041,18100125,3,201810,2,28.9964,1.0855,2.0,132000.0,2300.0,3.0,2.0,3.0,3.0,1.0
5042,18100126,4,201810,2,10.7474,1.0855,2.0,79000.0,970.0,1.0,2.0,3.0,3.0,1.0
5043,18100127,4,201810,2,10.7474,1.0855,2.0,87000.0,1300.0,3.0,2.0,3.0,2.0,1.0
5044,18100128,4,201810,2,10.7474,1.0855,2.0,159000.0,2400.0,3.0,2.0,3.0,3.0,1.0
5045,18100129,4,201810,2,10.7474,1.0855,2.0,140000.0,1500.0,1.0,2.0,1.0,2.0,1.0
5046,18100130,4,201810,2,10.7474,1.0855,2.0,89000.0,1300.0,1.0,2.0,3.0,2.0,1.0
5047,18100131,4,201810,2,10.7474,1.0855,2.0,155000.0,1300.0,1.0,2.0,1.0,2.0,1.0
5048,18100132,4,201810,2,10.7474,1.0855,2.0,101000.0,1600.0,3.0,2.0,3.0,2.0,1.0
5049,18100133,4,201810,2,10.7474,1.0855,2.0,104000.0,1600.0,3.0,2.0,1.0,3.0,1.0
5050,18100134,4,201810,2,10.7474,1.0855,2.0,152000.0,1300.0,1.0,3.0,1.0,2.0,1.0
5051,18100135,3,201810,2,28.9964,1.0855,2.0,156000.0,2500.0,3.0,2.0,3.0,3.0,1.0
5052,18100136,4,201810,2,10.7474,1.0855,2.0,177000.0,1400.0,3.0,1.0,1.0,2.0,1.0
5054,18100138,4,201810,2,10.7474,1.0855,2.0,238000.0,1600.0,1.0,2.0,1.0,2.0,1.0
5055,18100139,4,201810,2,10.7474,1.0855,2.0,101000.0,1600.0,3.0,1.0,1.0,2.0,1.0
5056,18100140,4,201810,2,10.7474,1.0855,2.0,112000.0,1800.0,3.0,2.0,1.0,3.0,1.0
5057,18100141,4,201810,2,10.7474,1.0855,2.0,164000.0,1800.0,3.0,2.0,1.0,2.0,1.0
5058,18100142,4,201810,2,10.7474,1.0855,2.0,96000.0,1500.0,3.0,2.0,1.0,2.0,1.0
5059,18100143,4,201810,2,10.7474,1.0855,2.0,165000.0,1600.0,3.0,2.0,1.0,2.0,1.0
5060,18100144,4,201810,2,10.7474,1.0855,2.0,101000.0,1600.0,3.0,2.0,1.0,2.0,1.0
5061,18100145,4,201810,2,10.7474,1.0855,2.0,75000.0,970.0,1.0,2.0,1.0,2.0,1.0
5062,18100146,4,201810,2,10.7474,1.0855,2.0,107000.0,1700.0,3.0,2.0,1.0,2.0,1.0
5063,18100147,4,201810,2,10.7474,1.0855,2.0,238000.0,1300.0,3.0,2.0,1.0,2.0,1.0
5064,18100148,4,201810,2,10.7474,1.0855,2.0,80000.0,1600.0,3.0,2.0,1.0,3.0,1.0
5075,18100159,3,201810,2,28.9964,1.0855,2.0,97000.0,1500.0,3.0,2.0,3.0,3.0,1.0
5076,18100160,3,201810,2,28.9964,1.0855,2.0,63000.0,2100.0,3.0,2.0,3.0,3.0,1.0
5077,18100161,3,201810,2,28.9964,1.0855,2.0,65000.0,1100.0,3.0,1.0,1.0,3.0,1.0
5078,18100162,3,201810,2,28.9964,1.0855,2.0,89000.0,1100.0,1.0,3.0,1.0,3.0,1.0
5079,18100163,3,201810,2,28.9964,1.0855,2.0,104000.0,1600.0,3.0,2.0,1.0,3.0,1.0
5080,18100164,3,201810,2,28.9964,1.0855,2.0,132000.0,1100.0,1.0,2.0,1.0,3.0,1.0
5081,18100165,3,201810,2,28.9964,1.0855,2.0,75000.0,1300.0,3.0,2.0,3.0,3.0,1.0
5082,18100166,3,201810,2,28.9964,1.0855,2.0,103000.0,1500.0,3.0,1.0,1.0,3.0,1.0
5083,18100167,3,201810,2,28.9964,1.0855,2.0,128000.0,2200.0,3.0,1.0,3.0,3.0,1.0
5084,18100168,3,201810,2,28.9964,1.0855,2.0,60000.0,1100.0,3.0,1.0,1.0,3.0,1.0
5085,18100169,3,201810,2,28.9964,1.0855,2.0,96000.0,1500.0,3.0,2.0,1.0,2.0,1.0
5086,18100170,3,201810,2,28.9964,1.0855,2.0,90000.0,1300.0,3.0,3.0,3.0,3.0,1.0
5087,18100171,3,201810,2,28.9964,1.0855,2.0,60000.0,1800.0,3.0,2.0,3.0,3.0,1.0
5088,18100172,3,201810,2,28.9964,1.0855,2.0,156000.0,2500.0,3.0,2.0,3.0,3.0,1.0
5089,18100173,4,201810,2,10.7474,1.0855,2.0,145000.0,2400.0,3.0,2.0,1.0,2.0,1.0
5096,18100180,3,201810,2,28.9964,1.0855,2.0,80000.0,2300.0,3.0,2.0,3.0,3.0,1.0
5097,18100181,3,201810,2,28.9964,1.0855,2.0,130000.0,2100.0,3.0,2.0,3.0,3.0,1.0
5098,18100182,3,201810,2,28.9964,1.0855,2.0,156000.0,2500.0,3.0,2.0,3.0,3.0,1.0
5121,18100205,3,201810,2,28.9964,1.0855,2.0,101000.0,1600.0,3.0,2.0,3.0,2.0,1.0
5122,18100206,3,201810,2,28.9964,1.0855,2.0,97000.0,2200.0,3.0,2.0,3.0,3.0,1.0
5123,18100207,3,201810,2,28.9964,1.0855,2.0,113000.0,1800.0,3.0,1.0,3.0,3.0,1.0
5124,18100208,3,201810,2,28.9964,1.0855,2.0,67000.0,1500.0,3.0,2.0,3.0,3.0,1.0
5125,18100209,3,201810,2,28.9964,1.0855,2.0,104000.0,2000.0,3.0,2.0,3.0,3.0,1.0
5126,18100210,3,201810,2,28.9964,1.0855,2.0,126000.0,2000.0,3.0,2.0,3.0,3.0,1.0
5132,18100216,4,201810,2,10.7474,1.0855,2.0,99000.0,1600.0,3.0,2.0,3.0,3.0,1.0
5143,18100227,3,201810,2,28.9964,1.0855,2.0,117000.0,2100.0,3.0,2.0,3.0,3.0,1.0
5148,18100232,3,201810,2,28.9964,1.0855,2.0,156000.0,2500.0,3.0,2.0,3.0,3.0,1.0
5149,18100233,4,201810,2,10.7474,1.0855,2.0,58000.0,1300.0,3.0,2.0,1.0,3.0,1.0
5150,18100234,4,201810,2,10.7474,1.0855,2.0,58000.0,970.0,1.0,2.0,3.0,3.0,1.0
5151,18100235,5,201810,3,5.3737,1.0855,2.0,269000.0,3500.0,3.0,1.0,3.0,2.0,1.0
5152,18100236,4,201810,2,10.7474,1.0855,2.0,104000.0,1600.0,3.0,2.0,3.0,3.0,1.0
5153,18100237,4,201810,2,10.7474,1.0855,2.0,238000.0,2400.0,3.0,2.0,3.0,2.0,1.0
5154,18100238,4,201810,2,10.7474,1.0855,2.0,117000.0,1700.0,3.0,1.0,3.0,3.0,1.0
5163,18100247,3,201810,2,28.9964,1.0855,2.0,85000.0,1600.0,3.0,2.0,3.0,3.0,1.0
5164,18100248,3,201810,2,28.9964,1.0855,2.0,107000.0,1700.0,3.0,3.0,3.0,3.0,1.0
5165,18100249,3,201810,2,28.9964,1.0855,2.0,132000.0,2200.0,3.0,2.0,3.0,3.0,1.0
5166,18100250,3,201810,2,28.9964,1.0855,2.0,77000.0,2000.0,3.0,2.0,3.0,3.0,1.0
5167,18100251,3,201810,2,7.7955000000000005,1.0855,2.0,90000.0,1700.0,3.0,2.0,1.0,3.0,1.0
5168,18100252,3,201810,2,28.9964,1.0855,2.0,68000.0,1600.0,3.0,2.0,3.0,3.0,1.0
5169,18100253,3,201810,2,28.9964,1.0855,2.0,70000.0,1600.0,3.0,1.0,3.0,3.0,1.0
5170,18100254,3,201810,2,28.9964,1.0855,2.0,124000.0,2000.0,3.0,2.0,1.0,3.0,1.0
5171,18100255,3,201810,2,28.9964,1.0855,2.0,116000.0,1800.0,3.0,2.0,3.0,3.0,1.0
5172,18100256,3,201810,2,28.9964,1.0855,2.0,63000.0,1700.0,3.0,2.0,3.0,3.0,1.0
5173,18100257,3,201810,2,28.9964,1.0855,2.0,68000.0,1900.0,3.0,2.0,3.0,3.0,1.0
5174,18100258,3,201810,2,28.9964,1.0855,2.0,100000.0,1800.0,3.0,2.0,3.0,3.0,1.0
5175,18100259,3,201810,2,28.9964,1.0855,2.0,92000.0,2500.0,3.0,2.0,3.0,3.0,1.0
5176,18100260,3,201810,2,28.9964,1.0855,2.0,120000.0,1800.0,3.0,2.0,3.0,3.0,1.0
5177,18100261,3,201810,2,28.9964,1.0855,2.0,95000.0,1700.0,3.0,1.0,3.0,3.0,1.0
5178,18100262,3,201810,2,28.9964,1.0855,2.0,106000.0,1700.0,3.0,1.0,3.0,3.0,1.0
5179,18100263,3,201810,2,28.9964,1.0855,2.0,156000.0,2500.0,3.0,1.0,3.0,3.0,1.0
5180,18100264,3,201810,2,28.9964,1.0855,2.0,89000.0,2200.0,3.0,1.0,3.0,3.0,1.0
5181,18100265,3,201810,2,28.9964,1.0855,2.0,91000.0,2100.0,3.0,2.0,3.0,3.0,1.0
5182,18100266,3,201810,2,28.9964,1.0855,2.0,98000.0,1600.0,3.0,2.0,3.0,3.0,1.0
5322,18110001,3,201811,1,53.0643,0.9648,2.0,63000.0,1300.0,3.0,2.0,3.0,3.0,1.0
5323,18110002,4,201811,1,19.526300000000003,0.9648,2.0,47900.0,840.0,1.0,2.0,3.0,3.0,1.0
5324,18110003,4,201811,1,19.526300000000003,0.9648,2.0,59000.0,900.0,3.0,2.0,1.0,2.0,1.0
5325,18110004,4,201811,1,19.526300000000003,0.9648,2.0,51000.0,920.0,3.0,1.0,3.0,2.0,1.0
5329,18110008,3,201811,1,53.0643,0.9648,2.0,55000.0,1200.0,3.0,2.0,1.0,3.0,1.0
5330,18110009,3,201811,1,53.0643,0.9648,2.0,61000.0,1200.0,3.0,2.0,1.0,3.0,1.0
5331,18110010,3,201811,1,53.0643,0.9648,2.0,45700.0,680.0,1.0,1.0,1.0,2.0,1.0
5332,18110011,3,201811,1,53.0643,0.9648,2.0,58000.0,1200.0,3.0,2.0,1.0,3.0,1.0
5333,18110012,3,201811,1,53.0643,0.9648,2.0,27700.0,680.0,1.0,2.0,1.0,3.0,1.0
5334,18110013,3,201811,1,53.0643,0.9648,2.0,60000.0,1200.0,3.0,2.0,3.0,3.0,1.0
5335,18110014,3,201811,1,53.0643,0.9648,2.0,50000.0,1200.0,3.0,1.0,3.0,3.0,1.0
5346,18110025,3,201811,1,53.0643,0.9648,2.0,51000.0,1200.0,3.0,2.0,3.0,3.0,1.0
5347,18110026,3,201811,1,53.0643,0.9648,2.0,55000.0,1100.0,1.0,2.0,3.0,3.0,1.0
5348,18110027,3,201811,1,53.0643,0.9648,2.0,61000.0,1200.0,3.0,2.0,3.0,3.0,1.0
5359,18110038,3,201811,1,53.0643,0.9648,2.0,63000.0,1300.0,3.0,2.0,3.0,3.0,1.0
5364,18110043,4,201811,1,19.526300000000003,0.9648,2.0,63000.0,1200.0,3.0,2.0,1.0,3.0,1.0
5368,18110047,3,201811,1,53.0643,0.9648,2.0,61000.0,1200.0,3.0,2.0,3.0,3.0,1.0
5369,18110048,3,201811,1,53.0643,0.9648,2.0,55000.0,1100.0,3.0,2.0,3.0,3.0,1.0
5371,18110050,3,201811,1,19.526300000000003,0.9648,2.0,61000.0,1200.0,3.0,2.0,3.0,3.0,1.0
5375,18110054,3,201811,1,53.0643,0.9648,2.0,27700.0,1100.0,3.0,2.0,3.0,3.0,1.0
5376,18110055,3,201811,1,53.0643,0.9648,2.0,36900.0,1100.0,3.0,2.0,1.0,3.0,1.0
5377,18110056,3,201811,1,53.0643,0.9648,2.0,48900.0,1200.0,3.0,2.0,3.0,3.0,1.0
5378,18110057,3,201811,1,53.0643,0.9648,2.0,46800.0,1000.0,3.0,2.0,3.0,3.0,1.0
5379,18110058,3,201811,1,53.0643,0.9648,2.0,63000.0,1300.0,3.0,2.0,3.0,3.0,1.0
5380,18110059,3,201811,1,53.0643,0.9648,2.0,65000.0,1100.0,1.0,2.0,1.0,3.0,1.0
5381,18110060,3,201811,1,53.0643,0.9648,2.0,56000.0,1200.0,3.0,2.0,1.0,3.0,1.0
5448,18110127,3,201811,2,26.5321,1.0865,2.0,120000.0,2500.0,3.0,2.0,3.0,3.0,1.0
5449,18110128,4,201811,2,9.763200000000001,1.0865,2.0,93000.0,1200.0,1.0,1.0,3.0,3.0,1.0
5450,18110129,4,201811,2,9.763200000000001,1.0865,2.0,145000.0,1800.0,3.0,2.0,3.0,3.0,1.0
5451,18110130,4,201811,2,9.763200000000001,1.0865,2.0,131000.0,2400.0,3.0,2.0,3.0,3.0,1.0
5452,18110131,4,201811,2,9.763200000000001,1.0865,2.0,91000.0,1300.0,3.0,2.0,3.0,3.0,1.0
5453,18110132,4,201811,2,9.763200000000001,1.0865,2.0,116000.0,1300.0,3.0,2.0,1.0,2.0,1.0
5454,18110133,4,201811,2,9.763200000000001,1.0865,2.0,87000.0,1200.0,1.0,2.0,1.0,2.0,1.0
5455,18110134,4,201811,2,9.763200000000001,1.0865,2.0,127000.0,1300.0,3.0,2.0,1.0,3.0,1.0
5456,18110135,4,201811,2,9.763200000000001,1.0865,2.0,58000.0,1600.0,3.0,2.0,3.0,3.0,1.0
5457,18110136,4,201811,2,9.763200000000001,1.0865,2.0,109000.0,1800.0,3.0,2.0,1.0,3.0,1.0
5458,18110137,4,201811,2,9.763200000000001,1.0865,2.0,68000.0,970.0,1.0,2.0,1.0,2.0,1.0
5459,18110138,4,201811,2,9.763200000000001,1.0865,2.0,89000.0,1200.0,3.0,2.0,1.0,2.0,1.0
5460,18110139,4,201811,2,9.763200000000001,1.0865,2.0,87000.0,1200.0,1.0,2.0,1.0,3.0,1.0
5461,18110140,4,201811,2,9.763200000000001,1.0865,2.0,104000.0,1700.0,3.0,1.0,3.0,3.0,1.0
5462,18110141,4,201811,2,9.763200000000001,1.0865,2.0,114000.0,1200.0,3.0,2.0,1.0,3.0,1.0
5463,18110142,4,201811,2,9.763200000000001,1.0865,2.0,86000.0,1200.0,3.0,2.0,1.0,2.0,1.0
5464,18110143,5,201811,3,6.5088,1.0865,2.0,155000.0,2100.0,3.0,1.0,1.0,3.0,1.0
5465,18110144,4,201811,2,9.763200000000001,1.0865,2.0,102000.0,1600.0,3.0,2.0,1.0,3.0,1.0
5466,18110145,4,201811,2,9.763200000000001,1.0865,2.0,125000.0,2400.0,3.0,2.0,1.0,2.0,1.0
5468,18110147,4,201811,2,9.763200000000001,1.0865,2.0,102000.0,1900.0,3.0,2.0,1.0,3.0,1.0
5477,18110156,3,201811,2,26.5321,1.0865,2.0,112000.0,1900.0,3.0,2.0,1.0,3.0,1.0
5478,18110157,3,201811,2,26.5321,1.0865,2.0,93000.0,1500.0,3.0,2.0,3.0,3.0,1.0
5479,18110158,3,201811,2,26.5321,1.0865,2.0,119000.0,2100.0,3.0,3.0,1.0,3.0,1.0
5480,18110159,3,201811,2,26.5321,1.0865,2.0,101000.0,1600.0,3.0,2.0,3.0,3.0,1.0
5481,18110160,3,201811,2,26.5321,1.0865,2.0,70000.0,1700.0,3.0,1.0,3.0,3.0,1.0
5482,18110161,3,201811,2,26.5321,1.0865,2.0,80000.0,1500.0,3.0,2.0,3.0,3.0,1.0
5483,18110162,3,201811,2,26.5321,1.0865,2.0,91000.0,1300.0,1.0,3.0,1.0,3.0,1.0
5484,18110163,3,201811,2,26.5321,1.0865,2.0,110000.0,1900.0,3.0,2.0,1.0,3.0,1.0
5485,18110164,3,201811,2,26.5321,1.0865,2.0,96000.0,1400.0,1.0,2.0,1.0,3.0,1.0
5486,18110165,3,201811,2,26.5321,1.0865,2.0,156000.0,2200.0,1.0,2.0,1.0,3.0,1.0
5487,18110166,3,201811,2,26.5321,1.0865,2.0,130000.0,2500.0,3.0,2.0,1.0,3.0,1.0
5488,18110167,3,201811,2,26.5321,1.0865,2.0,65000.0,1500.0,3.0,3.0,1.0,3.0,1.0
5489,18110168,5,201811,3,6.5088,1.0865,2.0,102000.0,1600.0,3.0,2.0,3.0,2.0,1.0
5494,18110173,3,201811,2,26.5321,1.0865,2.0,59000.0,1700.0,3.0,2.0,3.0,3.0,1.0
5495,18110174,5,201811,3,17.688100000000002,1.0865,2.0,159000.0,3500.0,1.0,2.0,3.0,3.0,1.0
5496,18110175,3,201811,2,26.5321,1.0865,2.0,105000.0,2200.0,3.0,1.0,3.0,3.0,1.0
5497,18110176,3,201811,2,26.5321,1.0865,2.0,100000.0,1600.0,3.0,2.0,3.0,3.0,1.0
5519,18110198,3,201811,2,26.5321,1.0865,2.0,117000.0,2500.0,3.0,2.0,3.0,3.0,1.0
5523,18110202,4,201811,2,9.763200000000001,1.0865,2.0,112000.0,1900.0,3.0,2.0,3.0,3.0,1.0
5524,18110203,4,201811,2,26.5321,1.0865,2.0,69000.0,1600.0,3.0,2.0,1.0,3.0,1.0
5529,18110208,3,201811,2,26.5321,1.0865,2.0,80000.0,1600.0,3.0,2.0,3.0,3.0,1.0
5531,18110210,3,201811,2,26.5321,1.0865,2.0,60000.0,1500.0,3.0,2.0,3.0,3.0,1.0
5532,18110211,4,201811,2,9.763200000000001,1.0865,2.0,87000.0,1200.0,1.0,2.0,3.0,2.0,1.0
5533,18110212,4,201811,2,9.763200000000001,1.0865,2.0,102000.0,1600.0,3.0,2.0,3.0,3.0,1.0
5534,18110213,4,201811,2,9.763200000000001,1.0865,2.0,58000.0,970.0,1.0,2.0,3.0,3.0,1.0
5535,18110214,4,201811,2,9.763200000000001,1.0865,2.0,77000.0,1200.0,3.0,2.0,1.0,3.0,1.0
5536,18110215,4,201811,2,9.763200000000001,1.0865,2.0,77000.0,1400.0,1.0,2.0,3.0,3.0,1.0
5537,18110216,4,201811,2,9.763200000000001,1.0865,2.0,82000.0,1900.0,3.0,2.0,3.0,3.0,1.0
5538,18110217,4,201811,2,9.763200000000001,1.0865,2.0,58000.0,1600.0,3.0,2.0,1.0,3.0,1.0
5539,18110218,4,201811,2,9.763200000000001,1.0865,2.0,119000.0,2100.0,3.0,2.0,3.0,3.0,1.0
5551,18110230,3,201811,2,26.5321,1.0865,2.0,107000.0,1800.0,3.0,2.0,3.0,2.0,1.0
5552,18110231,3,201811,2,26.5321,1.0865,2.0,105000.0,2500.0,3.0,2.0,3.0,3.0,1.0
5553,18110232,3,201811,2,26.5321,1.0865,2.0,137000.0,2000.0,3.0,2.0,3.0,3.0,1.0
5554,18110233,3,201811,2,26.5321,1.0865,2.0,96000.0,2300.0,3.0,2.0,3.0,2.0,1.0
5555,18110234,3,201811,2,26.5321,1.0865,2.0,67000.0,1300.0,3.0,2.0,3.0,3.0,1.0
5556,18110235,3,201811,2,26.5321,1.0865,2.0,103000.0,1700.0,3.0,2.0,3.0,3.0,1.0
5557,18110236,3,201811,2,26.5321,1.0865,2.0,104000.0,1700.0,3.0,2.0,3.0,3.0,1.0
5558,18110237,3,201811,2,26.5321,1.0865,2.0,83000.0,1700.0,3.0,2.0,1.0,3.0,1.0
5559,18110238,3,201811,2,26.5321,1.0865,2.0,119000.0,2100.0,3.0,1.0,3.0,3.0,1.0
5560,18110239,3,201811,2,26.5321,1.0865,2.0,70000.0,2100.0,3.0,2.0,3.0,3.0,1.0
5561,18110240,3,201811,2,26.5321,1.0865,2.0,104000.0,2200.0,3.0,2.0,3.0,3.0,1.0
5562,18110241,3,201811,2,26.5321,1.0865,2.0,156000.0,1900.0,3.0,2.0,3.0,3.0,1.0
5563,18110242,3,201811,2,26.5321,1.0865,2.0,96000.0,1500.0,3.0,2.0,3.0,3.0,1.0
5564,18110243,3,201811,2,26.5321,1.0865,2.0,99000.0,1500.0,3.0,2.0,3.0,3.0,1.0
5565,18110244,3,201811,2,9.763200000000001,1.0865,2.0,156000.0,2500.0,3.0,2.0,3.0,3.0,1.0
5566,18110245,3,201811,2,26.5321,1.0865,2.0,110000.0,1800.0,3.0,2.0,3.0,3.0,1.0
5567,18110246,3,201811,2,26.5321,1.0865,2.0,94000.0,1800.0,3.0,2.0,3.0,3.0,1.0
5727,18120001,3,201812,1,41.1571,0.9967,2.0,39900.0,1100.0,3.0,2.0,3.0,3.0,1.0
5728,18120002,3,201812,1,41.1571,0.9967,2.0,36900.0,1100.0,3.0,2.0,3.0,3.0,1.0
5729,18120003,4,201812,1,14.9579,0.9967,2.0,49300.0,990.0,3.0,2.0,3.0,2.0,1.0
5730,18120004,4,201812,1,14.9579,0.9967,2.0,49300.0,990.0,3.0,3.0,3.0,2.0,1.0
5732,18120006,3,201812,1,41.1571,0.9967,2.0,52000.0,1000.0,1.0,3.0,1.0,3.0,1.0
5734,18120008,3,201812,1,41.1571,0.9967,2.0,47800.0,960.0,1.0,2.0,1.0,3.0,1.0
5735,18120009,3,201812,1,41.1571,0.9967,2.0,52000.0,1000.0,1.0,2.0,3.0,3.0,1.0
5736,18120010,4,201812,1,14.9579,0.9967,2.0,67000.0,900.0,1.0,2.0,1.0,2.0,1.0
5747,18120021,3,201812,1,41.1571,0.9967,2.0,48800.0,980.0,3.0,2.0,3.0,3.0,1.0
5748,18120022,3,201812,1,41.1571,0.9967,2.0,66000.0,1400.0,3.0,2.0,3.0,3.0,1.0
5761,18120035,4,201812,1,14.9579,0.9967,2.0,49300.0,990.0,3.0,2.0,3.0,3.0,1.0
5762,18120036,4,201812,1,14.9579,0.9967,2.0,28400.0,920.0,3.0,2.0,1.0,3.0,1.0
5766,18120040,3,201812,1,41.1571,0.9967,2.0,44000.0,980.0,1.0,2.0,3.0,3.0,1.0
5768,18120042,4,201812,1,14.9579,0.9967,2.0,35300.0,530.0,1.0,3.0,1.0,3.0,1.0
5773,18120047,3,201812,1,41.1571,0.9967,2.0,53000.0,1100.0,3.0,2.0,3.0,3.0,1.0
5774,18120048,3,201812,1,41.1571,0.9967,2.0,79000.0,1400.0,3.0,2.0,3.0,3.0,1.0
5775,18120049,3,201812,1,41.1571,0.9967,2.0,42000.0,1100.0,3.0,3.0,1.0,3.0,1.0
5776,18120050,3,201812,1,41.1571,0.9967,2.0,27700.0,1100.0,3.0,2.0,3.0,2.0,1.0
5777,18120051,3,201812,1,41.1571,0.9967,2.0,66000.0,1400.0,3.0,2.0,3.0,3.0,1.0
5778,18120052,3,201812,1,41.1571,0.9967,2.0,39400.0,800.0,1.0,2.0,3.0,3.0,1.0
5779,18120053,3,201812,1,41.1571,0.9967,2.0,34100.0,1100.0,3.0,2.0,3.0,3.0,1.0
5897,18120171,3,201812,2,20.5786,1.0604,2.0,68000.0,1600.0,3.0,2.0,3.0,3.0,1.0
5898,18120172,4,201812,2,7.4789,1.0604,2.0,77000.0,1500.0,3.0,2.0,1.0,2.0,1.0
5899,18120173,4,201812,2,7.4789,1.0604,2.0,103000.0,1600.0,3.0,2.0,1.0,2.0,1.0
5900,18120174,4,201812,2,7.4789,1.0604,2.0,70000.0,1600.0,3.0,2.0,1.0,3.0,1.0
5901,18120175,4,201812,2,7.4789,1.0604,2.0,161000.0,1800.0,1.0,1.0,3.0,2.0,1.0
5902,18120176,5,201812,3,4.986000000000001,1.0604,2.0,203000.0,3100.0,3.0,2.0,3.0,3.0,1.0
5903,18120177,4,201812,2,7.4789,1.0604,2.0,130000.0,2100.0,3.0,2.0,1.0,2.0,1.0
5904,18120178,4,201812,2,7.4789,1.0604,2.0,109000.0,1600.0,3.0,3.0,3.0,3.0,1.0
5905,18120179,4,201812,2,7.4789,1.0604,2.0,124000.0,2000.0,3.0,2.0,3.0,3.0,1.0
5906,18120180,4,201812,2,7.4789,1.0604,2.0,132000.0,2200.0,3.0,2.0,3.0,2.0,1.0
5907,18120181,4,201812,2,7.4789,1.0604,2.0,58000.0,1500.0,3.0,2.0,1.0,2.0,1.0
5908,18120182,4,201812,2,7.4789,1.0604,2.0,183000.0,2100.0,3.0,1.0,3.0,2.0,1.0
5909,18120183,4,201812,2,7.4789,1.0604,2.0,98000.0,1500.0,3.0,1.0,1.0,2.0,1.0
5910,18120184,4,201812,2,7.4789,1.0604,2.0,67000.0,1200.0,3.0,1.0,1.0,3.0,1.0
5911,18120185,4,201812,2,7.4789,1.0604,2.0,165000.0,1200.0,3.0,1.0,1.0,2.0,1.0
5912,18120186,4,201812,2,7.4789,1.0604,2.0,238000.0,1500.0,3.0,2.0,1.0,2.0,1.0
5913,18120187,4,201812,2,7.4789,1.0604,2.0,116000.0,1400.0,3.0,2.0,3.0,3.0,1.0
5914,18120188,4,201812,2,7.4789,1.0604,2.0,113000.0,1800.0,1.0,2.0,1.0,3.0,1.0
5915,18120189,4,201812,2,7.4789,1.0604,2.0,98000.0,1500.0,3.0,1.0,1.0,2.0,1.0
5916,18120190,4,201812,2,7.4789,1.0604,2.0,86000.0,1300.0,3.0,2.0,1.0,2.0,1.0
5917,18120191,4,201812,2,7.4789,1.0604,2.0,145000.0,1300.0,3.0,2.0,1.0,2.0,1.0
5918,18120192,4,201812,2,7.4789,1.0604,2.0,89000.0,1400.0,3.0,2.0,1.0,2.0,1.0
5919,18120193,4,201812,2,7.4789,1.0604,2.0,238000.0,1600.0,3.0,2.0,1.0,2.0,1.0
5920,18120194,4,201812,2,7.4789,1.0604,2.0,186000.0,1600.0,1.0,2.0,1.0,2.0,1.0
5921,18120195,4,201812,2,7.4789,1.0604,2.0,100000.0,1600.0,3.0,1.0,3.0,2.0,1.0
5922,18120196,4,201812,2,7.4789,1.0604,2.0,144000.0,1700.0,3.0,2.0,1.0,3.0,1.0
5923,18120197,4,201812,2,7.4789,1.0604,2.0,106000.0,1700.0,3.0,2.0,1.0,3.0,1.0
5924,18120198,4,201812,2,7.4789,1.0604,2.0,238000.0,1500.0,3.0,2.0,1.0,2.0,3.0
5925,18120199,3,201812,2,20.5786,1.0604,2.0,79000.0,1100.0,1.0,1.0,1.0,3.0,1.0
5926,18120200,3,201812,2,20.5786,1.0604,2.0,86000.0,1300.0,1.0,1.0,1.0,3.0,1.0
5927,18120201,3,201812,2,20.5786,1.0604,2.0,132000.0,2200.0,3.0,1.0,3.0,2.0,1.0
5928,18120202,3,201812,2,20.5786,1.0604,2.0,136000.0,2200.0,3.0,2.0,1.0,3.0,1.0
5929,18120203,3,201812,2,20.5786,1.0604,2.0,156000.0,1300.0,1.0,2.0,1.0,3.0,1.0
5930,18120204,3,201812,2,20.5786,1.0604,2.0,90000.0,2300.0,3.0,1.0,3.0,3.0,1.0
5931,18120205,3,201812,2,20.5786,1.0604,2.0,98000.0,1900.0,3.0,1.0,1.0,3.0,1.0
5932,18120206,3,201812,2,20.5786,1.0604,2.0,60000.0,1700.0,3.0,2.0,3.0,3.0,1.0
5933,18120207,3,201812,2,20.5786,1.0604,2.0,94000.0,1800.0,3.0,2.0,3.0,3.0,1.0
5934,18120208,3,201812,2,20.5786,1.0604,2.0,130000.0,2100.0,3.0,2.0,1.0,3.0,1.0
5935,18120209,3,201812,2,20.5786,1.0604,2.0,119000.0,1900.0,3.0,1.0,1.0,3.0,1.0
5936,18120210,3,201812,2,20.5786,1.0604,2.0,156000.0,2000.0,1.0,1.0,3.0,3.0,1.0
5937,18120211,3,201812,2,20.5786,1.0604,2.0,119000.0,1900.0,3.0,2.0,3.0,3.0,1.0
5938,18120212,3,201812,2,20.5786,1.0604,2.0,106000.0,1100.0,1.0,1.0,1.0,3.0,1.0
5939,18120213,3,201812,2,20.5786,1.0604,2.0,80000.0,2200.0,3.0,1.0,3.0,2.0,1.0
5940,18120214,3,201812,2,20.5786,1.0604,2.0,133000.0,2100.0,3.0,2.0,3.0,3.0,1.0
5952,18120226,3,201812,2,20.5786,1.0604,2.0,83000.0,1100.0,3.0,2.0,3.0,3.0,1.0
5953,18120227,3,201812,2,20.5786,1.0604,2.0,95000.0,2500.0,3.0,2.0,3.0,3.0,1.0
5954,18120228,3,201812,2,20.5786,1.0604,2.0,156000.0,2500.0,3.0,2.0,3.0,3.0,1.0
