,CONTROL,REGION,SHIPMONTH,SECTIONS,WEIGHT,WGTADJ,STATUS,PRICE,SQFT,BEDROOMS,TITLED,LOCATION,FOUNDATION,SECURED
0,19010001,4,201901,1,19.2632,1.0923,2.0,53000.0,440.0,1.0,2.0,3.0,2.0,1.0
1,19010002,4,201901,1,19.2632,1.0923,2.0,59000.0,620.0,1.0,2.0,1.0,3.0,1.0
2,19010003,4,201901,1,19.2632,1.0923,2.0,55000.0,920.0,1.0,2.0,3.0,3.0,1.0
3,19010004,4,201901,1,19.2632,1.0923,2.0,100000.0,700.0,1.0,2.0,1.0,2.0,1.0
4,19010005,1,201901,1,10.4833,1.0923,2.0,57000.0,1100.0,3.0,2.0,3.0,3.0,1.0
5,19010006,1,201901,1,10.4833,1.0923,2.0,42000.0,730.0,1.0,2.0,3.0,3.0,1.0
6,19010007,3,201901,1,51.7714,1.0923,2.0,49500.0,1100.0,3.0,3.0,3.0,3.0,1.0
7,19010008,3,201901,1,51.7714,1.0923,2.0,41300.0,610.0,1.0,2.0,3.0,3.0,1.0
8,19010009,3,201901,1,51.7714,1.0923,2.0,36800.0,610.0,1.0,2.0,1.0,3.0,1.0
9,19010010,3,201901,1,51.7714,1.0923,2.0,58000.0,1200.0,3.0,1.0,1.0,3.0,1.0
10,19010011,3,201901,1,51.7714,1.0923,2.0,60000.0,1200.0,3.0,2.0,3.0,3.0,1.0
11,19010012,3,201901,1,51.7714,1.0923,2.0,36700.0,1000.0,1.0,1.0,3.0,3.0,1.0
12,19010013,2,201901,1,13.1091,1.0923,2.0,61000.0,1300.0,1.0,2.0,1.0,3.0,1.0
13,19010014,2,201901,1,13.1091,1.0923,2.0,60000.0,1200.0,3.0,1.0,3.0,3.0,1.0
14,19010015,2,201901,1,13.1091,1.0923,2.0,49100.0,840.0,1.0,2.0,3.0,3.0,1.0
17,19010018,2,201901,1,13.1091,1.0923,2.0,45600.0,920.0,3.0,1.0,3.0,3.0,1.0
18,19010019,2,201901,1,13.1091,1.0923,2.0,32100.0,1300.0,1.0,2.0,1.0,3.0,1.0
20,19010021,2,201901,1,13.1091,1.0923,2.0,61000.0,1300.0,3.0,1.0,1.0,2.0,1.0
21,19010022,2,201901,1,13.1091,1.0923,2.0,41800.0,670.0,1.0,2.0,1.0,3.0,1.0
24,19010025,2,201901,1,13.1091,1.0923,2.0,60000.0,1200.0,3.0,2.0,1.0,3.0,1.0
25,19010026,2,201901,1,13.1091,1.0923,2.0,60000.0,1200.0,3.0,2.0,1.0,3.0,1.0
27,19010028,2,201901,1,13.1091,1.0923,2.0,60000.0,1200.0,3.0,2.0,1.0,2.0,1.0
28,19010029,2,201901,1,13.1091,1.0923,2.0,55000.0,1100.0,3.0,2.0,1.0,3.0,1.0
29,19010030,2,201901,1,13.1091,1.0923,2.0,52000.0,1200.0,3.0,2.0,1.0,3.0,1.0
30,19010031,2,201901,1,13.1091,1.0923,2.0,66000.0,1200.0,3.0,2.0,1.0,3.0,1.0
31,19010032,2,201901,1,13.1091,1.0923,2.0,60000.0,1200.0,3.0,2.0,1.0,3.0,1.0
32,19010033,4,201901,1,19.2632,1.0923,2.0,75000.0,1000.0,3.0,2.0,1.0,3.0,1.0
33,19010034,4,201901,1,19.2632,1.0923,2.0,56000.0,680.0,1.0,2.0,3.0,2.0,1.0
34,19010035,4,201901,1,19.2632,1.0923,2.0,54000.0,1000.0,3.0,2.0,1.0,3.0,1.0
35,19010036,4,201901,1,19.2632,1.0923,2.0,55000.0,1100.0,3.0,2.0,3.0,3.0,1.0
36,19010037,1,201901,1,10.4833,1.0923,2.0,47600.0,780.0,1.0,2.0,1.0,2.0,1.0
37,19010038,1,201901,1,10.4833,1.0923,2.0,101000.0,780.0,1.0,2.0,1.0,2.0,1.0
38,19010039,1,201901,1,10.4833,1.0923,2.0,55000.0,1100.0,3.0,2.0,3.0,3.0,1.0
39,19010040,3,201901,1,51.7714,1.0923,2.0,69000.0,1100.0,3.0,2.0,1.0,3.0,1.0
40,19010041,3,201901,1,51.7714,1.0923,2.0,58000.0,1200.0,3.0,2.0,1.0,3.0,1.0
41,19010042,2,201901,1,13.1091,1.0923,2.0,53000.0,960.0,1.0,1.0,1.0,3.0,1.0
42,19010043,1,201901,1,10.4833,1.0923,2.0,60000.0,1200.0,3.0,2.0,1.0,3.0,1.0
43,19010044,3,201901,1,51.7714,1.0923,2.0,51000.0,920.0,3.0,2.0,1.0,3.0,1.0
44,19010045,3,201901,1,51.7714,1.0923,2.0,59000.0,1200.0,3.0,2.0,3.0,3.0,1.0
45,19010046,3,201901,1,51.7714,1.0923,2.0,47900.0,1200.0,3.0,2.0,3.0,3.0,1.0
46,19010047,3,201901,1,51.7714,1.0923,2.0,38900.0,840.0,1.0,2.0,3.0,3.0,1.0
47,19010048,3,201901,1,51.7714,1.0923,2.0,53000.0,980.0,3.0,2.0,3.0,2.0,1.0
48,19010049,3,201901,1,51.7714,1.0923,2.0,34900.0,980.0,3.0,2.0,3.0,3.0,1.0
49,19010050,3,201901,1,51.7714,1.0923,2.0,60000.0,800.0,1.0,2.0,3.0,3.0,1.0
50,19010051,3,201901,1,51.7714,1.0923,2.0,60000.0,1200.0,1.0,2.0,3.0,3.0,1.0
51,19010052,2,201901,1,13.1091,1.0923,2.0,59000.0,1200.0,3.0,1.0,1.0,3.0,1.0
154,19010155,3,201901,2,25.8857,1.0251,2.0,84000.0,1900.0,3.0,2.0,3.0,3.0,1.0
155,19010156,3,201901,2,25.8857,1.0251,2.0,131000.0,2500.0,3.0,2.0,3.0,3.0,1.0
156,19010157,3,201901,2,25.8857,1.0251,2.0,66000.0,2000.0,1.0,2.0,3.0,3.0,1.0
157,19010158,3,201901,2,25.8857,1.0251,2.0,116000.0,2000.0,1.0,1.0,3.0,3.0,1.0
158,19010159,3,201901,2,25.8857,1.0251,2.0,63000.0,2000.0,1.0,2.0,3.0,3.0,1.0
159,19010160,4,201901,2,9.6316,1.0251,2.0,90000.0,1100.0,1.0,2.0,1.0,2.0,1.0
160,19010161,4,201901,2,9.6316,1.0251,2.0,157000.0,1300.0,3.0,2.0,1.0,3.0,1.0
161,19010162,4,201901,2,9.6316,1.0251,2.0,71000.0,1600.0,3.0,2.0,3.0,3.0,1.0
162,19010163,4,201901,2,9.6316,1.0251,2.0,97000.0,1400.0,1.0,2.0,3.0,3.0,1.0
163,19010164,4,201901,2,9.6316,1.0251,2.0,94000.0,1100.0,1.0,2.0,1.0,2.0,1.0
164,19010165,4,201901,2,9.6316,1.0251,2.0,119000.0,2100.0,3.0,1.0,3.0,3.0,1.0
165,19010166,4,201901,2,9.6316,1.0251,2.0,97000.0,1300.0,3.0,2.0,3.0,3.0,1.0
166,19010167,4,201901,2,9.6316,1.0251,2.0,100000.0,1500.0,3.0,2.0,3.0,2.0,1.0
167,19010168,4,201901,2,9.6316,1.0251,2.0,127000.0,2500.0,3.0,3.0,3.0,2.0,1.0
168,19010169,3,201901,2,25.8857,1.0251,2.0,103000.0,1600.0,3.0,2.0,3.0,2.0,1.0
169,19010170,3,201901,2,25.8857,1.0251,2.0,92000.0,1100.0,3.0,1.0,3.0,3.0,1.0
170,19010171,4,201901,2,9.6316,1.0251,2.0,121000.0,1500.0,3.0,1.0,3.0,2.0,1.0
171,19010172,4,201901,2,9.6316,1.0251,2.0,83000.0,930.0,3.0,2.0,3.0,2.0,1.0
172,19010173,4,201901,2,9.6316,1.0251,2.0,140000.0,1200.0,3.0,1.0,1.0,2.0,1.0
173,19010174,4,201901,2,9.6316,1.0251,2.0,106000.0,1700.0,3.0,3.0,1.0,2.0,1.0
174,19010175,4,201901,2,9.6316,1.0251,2.0,112000.0,1900.0,3.0,2.0,3.0,3.0,1.0
175,19010176,4,201901,2,9.6316,1.0251,2.0,60000.0,930.0,3.0,3.0,1.0,2.0,1.0
176,19010177,4,201901,2,9.6316,1.0251,2.0,145000.0,2000.0,3.0,2.0,1.0,2.0,1.0
177,19010178,4,201901,2,9.6316,1.0251,2.0,125000.0,1100.0,3.0,2.0,1.0,2.0,1.0
178,19010179,4,201901,2,9.6316,1.0251,2.0,226000.0,1600.0,3.0,2.0,1.0,2.0,1.0
179,19010180,4,201901,2,9.6316,1.0251,2.0,76000.0,1200.0,1.0,1.0,1.0,3.0,1.0
180,19010181,4,201901,2,9.6316,1.0251,2.0,134000.0,1200.0,1.0,2.0,3.0,2.0,1.0
181,19010182,4,201901,2,9.6316,1.0251,2.0,93000.0,1200.0,1.0,2.0,3.0,2.0,1.0
182,19010183,4,201901,2,9.6316,1.0251,2.0,109000.0,1800.0,3.0,2.0,1.0,3.0,1.0
183,19010184,4,201901,2,9.6316,1.0251,2.0,125000.0,1100.0,3.0,2.0,1.0,2.0,1.0
184,19010185,4,201901,2,9.6316,1.0251,2.0,106000.0,1700.0,3.0,2.0,1.0,2.0,1.0
185,19010186,4,201901,2,9.6316,1.0251,2.0,139000.0,1100.0,3.0,2.0,1.0,2.0,1.0
186,19010187,4,201901,2,9.6316,1.0251,2.0,87000.0,1300.0,3.0,2.0,1.0,3.0,1.0
187,19010188,1,201901,2,5.2417,1.0251,2.0,110000.0,1800.0,3.0,1.0,3.0,3.0,1.0
188,19010189,1,201901,2,5.2417,1.0251,2.0,124000.0,1800.0,1.0,2.0,1.0,3.0,1.0
189,19010190,1,201901,2,5.2417,1.0251,2.0,256000.0,1600.0,3.0,2.0,1.0,3.0,1.0
190,19010191,3,201901,2,25.8857,1.0251,2.0,131000.0,2500.0,3.0,1.0,3.0,3.0,1.0
191,19010192,3,201901,2,25.8857,1.0251,2.0,131000.0,1400.0,3.0,2.0,1.0,3.0,1.0
192,19010193,3,201901,2,25.8857,1.0251,2.0,103000.0,1600.0,3.0,2.0,1.0,3.0,1.0
193,19010194,3,201901,2,25.8857,1.0251,2.0,96000.0,1900.0,3.0,3.0,1.0,2.0,1.0
194,19010195,3,201901,2,25.8857,1.0251,2.0,52000.0,1600.0,3.0,2.0,3.0,3.0,1.0
195,19010196,3,201901,2,25.8857,1.0251,2.0,106000.0,1700.0,3.0,2.0,3.0,3.0,1.0
196,19010197,3,201901,2,25.8857,1.0251,2.0,87000.0,1500.0,3.0,2.0,3.0,3.0,1.0
197,19010198,3,201901,2,25.8857,1.0251,2.0,118000.0,2300.0,3.0,2.0,3.0,3.0,1.0
198,19010199,3,201901,2,25.8857,1.0251,2.0,106000.0,1800.0,3.0,2.0,3.0,3.0,1.0
199,19010200,3,201901,2,25.8857,1.0251,2.0,104000.0,2200.0,3.0,2.0,3.0,3.0,1.0
200,19010201,3,201901,2,25.8857,1.0251,2.0,138000.0,2500.0,3.0,2.0,3.0,3.0,1.0
201,19010202,3,201901,2,25.8857,1.0251,2.0,52000.0,1100.0,3.0,1.0,3.0,3.0,1.0
202,19010203,2,201901,2,6.5545,1.0251,2.0,162000.0,1900.0,3.0,2.0,3.0,3.0,1.0
203,19010204,2,201901,2,6.5545,1.0251,2.0,92000.0,1100.0,1.0,2.0,3.0,3.0,1.0
205,19010206,2,201901,2,6.5545,1.0251,2.0,119000.0,2100.0,3.0,2.0,1.0,3.0,1.0
206,19010207,2,201901,2,6.5545,1.0251,2.0,93000.0,1200.0,3.0,3.0,1.0,3.0,1.0
207,19010208,3,201901,2,25.8857,1.0251,2.0,113000.0,1900.0,3.0,2.0,3.0,3.0,1.0
208,19010209,2,201901,2,6.5545,1.0251,2.0,70000.0,1300.0,3.0,1.0,1.0,3.0,1.0
209,19010210,2,201901,2,6.5545,1.0251,2.0,96000.0,1300.0,3.0,2.0,1.0,3.0,1.0
210,19010211,2,201901,2,6.5545,1.0251,2.0,113000.0,1900.0,3.0,2.0,1.0,3.0,1.0
211,19010212,2,201901,2,6.5545,1.0251,2.0,82000.0,1600.0,1.0,3.0,3.0,3.0,1.0
212,19010213,2,201901,2,6.5545,1.0251,2.0,103000.0,1600.0,3.0,2.0,1.0,3.0,1.0
213,19010214,2,201901,2,6.5545,1.0251,2.0,119000.0,2100.0,3.0,2.0,1.0,3.0,1.0
214,19010215,3,201901,2,25.8857,1.0251,2.0,76000.0,1600.0,3.0,2.0,3.0,3.0,1.0
215,19010216,2,201901,2,6.5545,1.0251,2.0,86000.0,1800.0,3.0,2.0,3.0,3.0,1.0
216,19010217,2,201901,2,6.5545,1.0251,2.0,54000.0,1600.0,3.0,2.0,3.0,3.0,1.0
217,19010218,4,201901,2,9.6316,1.0251,2.0,103000.0,1600.0,3.0,1.0,1.0,3.0,1.0
218,19010219,4,201901,2,9.6316,1.0251,2.0,110000.0,1800.0,3.0,2.0,1.0,2.0,1.0
219,19010220,4,201901,2,9.6316,1.0251,2.0,75000.0,1200.0,3.0,3.0,1.0,3.0,1.0
220,19010221,4,201901,2,9.6316,1.0251,2.0,92000.0,1200.0,3.0,3.0,1.0,3.0,1.0
221,19010222,4,201901,2,9.6316,1.0251,2.0,60000.0,1300.0,3.0,2.0,3.0,3.0,1.0
222,19010223,4,201901,2,9.6316,1.0251,2.0,103000.0,1600.0,3.0,2.0,3.0,3.0,1.0
223,19010224,3,201901,2,25.8857,1.0251,2.0,93000.0,1100.0,3.0,2.0,3.0,3.0,1.0
224,19010225,3,201901,2,25.8857,1.0251,2.0,124000.0,2300.0,3.0,1.0,3.0,3.0,1.0
225,19010226,3,201901,2,25.8857,1.0251,2.0,110000.0,1800.0,3.0,2.0,3.0,3.0,1.0
226,19010227,2,201901,2,6.5545,1.0251,2.0,54000.0,1600.0,3.0,2.0,3.0,2.0,1.0
227,19010228,2,201901,2,6.5545,1.0251,2.0,98000.0,1700.0,3.0,2.0,3.0,3.0,1.0
229,19010230,2,201901,2,6.5545,1.0251,2.0,82000.0,1600.0,3.0,1.0,1.0,3.0,1.0
230,19010231,3,201901,2,25.8857,1.0251,2.0,103000.0,1600.0,3.0,2.0,3.0,3.0,1.0
231,19010232,3,201901,2,25.8857,1.0251,2.0,86000.0,2200.0,3.0,3.0,3.0,3.0,1.0
232,19010233,3,201901,2,25.8857,1.0251,2.0,89000.0,2200.0,3.0,2.0,3.0,3.0,1.0
233,19010234,4,201901,2,9.6316,1.0251,2.0,94000.0,1200.0,1.0,1.0,3.0,2.0,1.0
234,19010235,1,201901,2,5.2417,1.0251,2.0,127000.0,2000.0,3.0,2.0,1.0,3.0,1.0
235,19010236,1,201901,2,5.2417,1.0251,2.0,127000.0,2000.0,3.0,1.0,3.0,3.0,1.0
236,19010237,1,201901,2,5.2417,1.0251,2.0,72000.0,1400.0,3.0,2.0,3.0,3.0,1.0
237,19010238,1,201901,2,5.2417,1.0251,2.0,174000.0,1800.0,3.0,2.0,1.0,3.0,1.0
238,19010239,1,201901,2,5.2417,1.0251,2.0,114000.0,1800.0,3.0,2.0,3.0,3.0,1.0
239,19010240,1,201901,2,5.2417,1.0251,2.0,71000.0,1200.0,3.0,2.0,1.0,2.0,1.0
240,19010241,1,201901,2,5.2417,1.0251,2.0,101000.0,980.0,1.0,2.0,3.0,3.0,1.0
241,19010242,1,201901,2,5.2417,1.0251,2.0,106000.0,1400.0,3.0,1.0,1.0,3.0,1.0
243,19010244,3,201901,2,25.8857,1.0251,2.0,120000.0,2200.0,3.0,2.0,3.0,3.0,1.0
244,19010245,3,201901,2,25.8857,1.0251,2.0,62000.0,1700.0,3.0,2.0,3.0,3.0,1.0
245,19010246,3,201901,2,25.8857,1.0251,2.0,129000.0,2500.0,3.0,2.0,1.0,3.0,1.0
246,19010247,3,201901,2,25.8857,1.0251,2.0,104000.0,1800.0,3.0,2.0,1.0,3.0,1.0
247,19010248,3,201901,2,25.8857,1.0251,2.0,94000.0,1100.0,3.0,2.0,3.0,3.0,1.0
248,19010249,3,201901,2,25.8857,1.0251,2.0,145000.0,2500.0,3.0,2.0,3.0,3.0,1.0
249,19010250,3,201901,2,25.8857,1.0251,2.0,94000.0,1100.0,3.0,2.0,1.0,3.0,1.0
250,19010251,3,201901,2,25.8857,1.0251,2.0,127000.0,2500.0,3.0,1.0,3.0,3.0,1.0
251,19010252,3,201901,2,25.8857,1.0251,2.0,133000.0,1900.0,3.0,2.0,3.0,3.0,1.0
252,19010253,3,201901,2,25.8857,1.0251,2.0,110000.0,1800.0,3.0,2.0,3.0,2.0,1.0
253,19010254,3,201901,2,25.8857,1.0251,2.0,87000.0,1700.0,3.0,2.0,3.0,3.0,1.0
254,19010255,3,201901,2,25.8857,1.0251,2.0,88000.0,1700.0,3.0,1.0,1.0,3.0,1.0
255,19010256,3,201901,2,25.8857,1.0251,2.0,96000.0,1600.0,3.0,2.0,3.0,2.0,1.0
256,19010257,3,201901,2,25.8857,1.0251,2.0,103000.0,1600.0,3.0,2.0,3.0,3.0,1.0
257,19010258,3,201901,2,25.8857,1.0251,2.0,100000.0,1900.0,3.0,3.0,3.0,3.0,1.0
258,19010259,3,201901,2,25.8857,1.0251,2.0,91000.0,1600.0,3.0,2.0,3.0,3.0,1.0
259,19010260,3,201901,2,25.8857,1.0251,2.0,103000.0,1600.0,3.0,2.0,3.0,2.0,1.0
260,19010261,2,201901,2,6.5545,1.0251,2.0,79000.0,1300.0,3.0,2.0,3.0,3.0,1.0
430,19020001,3,201902,1,48.3214,1.139,2.0,74000.0,1400.0,3.0,1.0,3.0,3.0,1.0
431,19020002,4,201902,1,18.6421,1.139,2.0,36900.0,560.0,1.0,2.0,1.0,3.0,1.0
432,19020003,4,201902,1,18.6421,1.139,2.0,49300.0,980.0,3.0,1.0,3.0,2.0,1.0
433,19020004,4,201902,1,18.6421,1.139,2.0,49300.0,980.0,3.0,1.0,3.0,3.0,1.0
434,19020005,4,201902,1,18.6421,1.139,2.0,28400.0,440.0,1.0,2.0,1.0,2.0,1.0
436,19020007,1,201902,1,8.8,1.139,2.0,60000.0,1200.0,3.0,2.0,3.0,3.0,1.0
437,19020008,1,201902,1,8.8,1.139,2.0,52000.0,590.0,1.0,2.0,1.0,3.0,1.0
438,19020009,1,201902,1,8.8,1.139,2.0,49900.0,1100.0,1.0,2.0,3.0,2.0,1.0
439,19020010,3,201902,1,48.3214,1.139,2.0,42500.0,840.0,1.0,2.0,3.0,3.0,1.0
440,19020011,3,201902,1,48.3214,1.139,2.0,49000.0,780.0,1.0,2.0,3.0,3.0,1.0
441,19020012,3,201902,1,48.3214,1.139,2.0,49300.0,980.0,3.0,3.0,1.0,2.0,1.0
442,19020013,3,201902,1,48.3214,1.139,2.0,51000.0,1000.0,1.0,2.0,3.0,3.0,1.0
443,19020014,2,201902,1,13.8273,1.139,2.0,32100.0,780.0,1.0,3.0,1.0,3.0,1.0
446,19020017,2,201902,1,13.8273,1.139,2.0,57000.0,1100.0,3.0,2.0,1.0,3.0,1.0
447,19020018,2,201902,1,13.8273,1.139,2.0,49800.0,1200.0,3.0,1.0,1.0,3.0,1.0
448,19020019,2,201902,1,13.8273,1.139,2.0,49700.0,1200.0,3.0,1.0,1.0,3.0,1.0
449,19020020,2,201902,1,13.8273,1.139,2.0,49800.0,1200.0,3.0,1.0,1.0,3.0,1.0
450,19020021,2,201902,1,13.8273,1.139,2.0,56000.0,1200.0,3.0,2.0,1.0,2.0,1.0
452,19020023,2,201902,1,13.8273,1.139,2.0,40000.0,670.0,1.0,3.0,1.0,3.0,1.0
453,19020024,2,201902,1,13.8273,1.139,2.0,58000.0,1200.0,3.0,2.0,1.0,3.0,1.0
454,19020025,2,201902,1,13.8273,1.139,2.0,32100.0,670.0,1.0,2.0,1.0,3.0,1.0
455,19020026,2,201902,1,13.8273,1.139,2.0,61000.0,1200.0,3.0,2.0,1.0,3.0,1.0
456,19020027,3,201902,1,48.3214,1.139,2.0,54000.0,1300.0,3.0,2.0,1.0,3.0,1.0
457,19020028,3,201902,1,48.3214,1.139,2.0,37600.0,920.0,3.0,2.0,3.0,2.0,1.0
458,19020029,2,201902,1,13.8273,1.139,2.0,53000.0,1100.0,3.0,3.0,1.0,3.0,1.0
459,19020030,2,201902,1,13.8273,1.139,2.0,57000.0,1100.0,3.0,2.0,1.0,3.0,1.0
460,19020031,2,201902,1,13.8273,1.139,2.0,39800.0,780.0,1.0,2.0,1.0,3.0,1.0
461,19020032,2,201902,1,13.8273,1.139,2.0,57000.0,1100.0,3.0,2.0,1.0,2.0,1.0
462,19020033,2,201902,1,13.8273,1.139,2.0,57000.0,1100.0,3.0,2.0,1.0,3.0,1.0
463,19020034,2,201902,1,13.8273,1.139,2.0,57000.0,1100.0,3.0,2.0,1.0,3.0,1.0
464,19020035,2,201902,1,13.8273,1.139,2.0,61000.0,1200.0,3.0,2.0,1.0,3.0,1.0
465,19020036,2,201902,1,13.8273,1.139,2.0,61000.0,1200.0,3.0,2.0,1.0,3.0,1.0
466,19020037,2,201902,1,13.8273,1.139,2.0,57000.0,1100.0,3.0,2.0,1.0,3.0,1.0
467,19020038,2,201902,1,13.8273,1.139,2.0,50000.0,1100.0,3.0,3.0,1.0,3.0,1.0
468,19020039,2,201902,1,13.8273,1.139,2.0,61000.0,1200.0,3.0,2.0,1.0,3.0,1.0
469,19020040,2,201902,1,13.8273,1.139,2.0,57000.0,1100.0,3.0,2.0,1.0,3.0,1.0
470,19020041,2,201902,1,13.8273,1.139,2.0,57000.0,1100.0,3.0,2.0,1.0,3.0,1.0
472,19020043,2,201902,1,13.8273,1.139,2.0,60000.0,1200.0,3.0,2.0,1.0,3.0,1.0
474,19020045,2,201902,1,13.8273,1.139,2.0,64000.0,1300.0,3.0,2.0,3.0,3.0,1.0
475,19020046,2,201902,1,13.8273,1.139,2.0,64000.0,1300.0,3.0,2.0,3.0,3.0,1.0
476,19020047,4,201902,1,18.6421,1.139,2.0,49300.0,980.0,3.0,2.0,1.0,2.0,1.0
477,19020048,1,201902,1,8.8,1.139,2.0,56000.0,980.0,3.0,2.0,1.0,2.0,1.0
478,19020049,1,201902,1,8.8,1.139,2.0,47400.0,840.0,1.0,2.0,3.0,3.0,1.0
479,19020050,3,201902,1,48.3214,1.139,2.0,58000.0,1100.0,1.0,2.0,1.0,2.0,1.0
480,19020051,2,201902,1,13.8273,1.139,2.0,58000.0,1200.0,3.0,2.0,1.0,2.0,1.0
481,19020052,3,201902,1,48.3214,1.139,2.0,60000.0,1100.0,3.0,2.0,3.0,3.0,1.0
483,19020054,1,201902,1,8.8,1.139,2.0,57000.0,1100.0,1.0,2.0,1.0,2.0,1.0
484,19020055,1,201902,1,8.8,1.139,2.0,50000.0,670.0,1.0,2.0,1.0,2.0,1.0
485,19020056,1,201902,1,8.8,1.139,2.0,64000.0,1200.0,3.0,2.0,1.0,3.0,1.0
486,19020057,3,201902,1,48.3214,1.139,2.0,39800.0,780.0,1.0,2.0,3.0,3.0,1.0
487,19020058,3,201902,1,48.3214,1.139,2.0,42000.0,780.0,1.0,2.0,3.0,3.0,1.0
488,19020059,3,201902,1,48.3214,1.139,2.0,66000.0,1400.0,3.0,2.0,1.0,3.0,1.0
489,19020060,3,201902,1,48.3214,1.139,2.0,46600.0,920.0,1.0,2.0,3.0,3.0,1.0
490,19020061,3,201902,1,48.3214,1.139,2.0,53000.0,1200.0,3.0,2.0,3.0,2.0,1.0
491,19020062,3,201902,1,48.3214,1.139,2.0,42500.0,840.0,1.0,2.0,3.0,3.0,1.0
492,19020063,3,201902,1,48.3214,1.139,2.0,61000.0,1200.0,3.0,2.0,3.0,3.0,1.0
493,19020064,3,201902,1,48.3214,1.139,2.0,46600.0,920.0,3.0,2.0,3.0,3.0,1.0
494,19020065,3,201902,1,48.3214,1.139,2.0,61000.0,1200.0,3.0,2.0,3.0,3.0,1.0
580,19020151,3,201902,2,24.1607,1.0215,2.0,63000.0,1900.0,3.0,2.0,3.0,3.0,1.0
581,19020152,3,201902,2,24.1607,1.0215,2.0,87000.0,1600.0,3.0,2.0,3.0,3.0,1.0
582,19020153,3,201902,2,24.1607,1.0215,2.0,126000.0,2500.0,3.0,2.0,3.0,3.0,1.0
583,19020154,3,201902,2,24.1607,1.0215,2.0,99000.0,2000.0,3.0,2.0,3.0,3.0,1.0
584,19020155,3,201902,2,24.1607,1.0215,2.0,85000.0,2100.0,3.0,2.0,3.0,3.0,1.0
585,19020156,3,201902,2,24.1607,1.0215,2.0,89000.0,2100.0,3.0,2.0,3.0,3.0,1.0
586,19020157,3,201902,2,24.1607,1.0215,2.0,90000.0,1700.0,3.0,1.0,3.0,2.0,1.0
587,19020158,4,201902,2,9.3211,1.0215,2.0,226000.0,2200.0,3.0,1.0,3.0,3.0,1.0
588,19020159,4,201902,2,9.3211,1.0215,2.0,60000.0,1300.0,3.0,2.0,3.0,3.0,1.0
589,19020160,4,201902,2,9.3211,1.0215,2.0,89000.0,1600.0,3.0,2.0,1.0,3.0,1.0
590,19020161,4,201902,2,9.3211,1.0215,2.0,78000.0,1100.0,1.0,2.0,3.0,2.0,1.0
591,19020162,4,201902,2,9.3211,1.0215,2.0,140000.0,2000.0,3.0,1.0,3.0,3.0,1.0
592,19020163,4,201902,2,9.3211,1.0215,2.0,128000.0,1600.0,3.0,1.0,3.0,3.0,1.0
593,19020164,4,201902,2,9.3211,1.0215,2.0,102000.0,1600.0,3.0,2.0,3.0,2.0,1.0
594,19020165,4,201902,2,9.3211,1.0215,2.0,133000.0,2500.0,3.0,2.0,3.0,3.0,1.0
595,19020166,4,201902,2,9.3211,1.0215,2.0,130000.0,1300.0,3.0,1.0,3.0,2.0,1.0
596,19020167,4,201902,2,9.3211,1.0215,2.0,156000.0,1700.0,1.0,3.0,1.0,2.0,1.0
597,19020168,4,201902,2,9.3211,1.0215,2.0,133000.0,2200.0,3.0,1.0,3.0,3.0,1.0
598,19020169,4,201902,2,9.3211,1.0215,2.0,81000.0,1100.0,1.0,3.0,1.0,2.0,1.0
599,19020170,4,201902,2,9.3211,1.0215,2.0,91000.0,1300.0,3.0,2.0,3.0,2.0,1.0
600,19020171,4,201902,2,9.3211,1.0215,2.0,86000.0,1200.0,1.0,2.0,1.0,3.0,1.0
601,19020172,5,201902,3,6.214,1.0215,2.0,249000.0,2600.0,3.0,1.0,3.0,3.0,1.0
602,19020173,4,201902,2,9.3211,1.0215,2.0,117000.0,1300.0,1.0,2.0,1.0,3.0,1.0
603,19020174,4,201902,2,9.3211,1.0215,2.0,110000.0,1700.0,3.0,2.0,3.0,3.0,1.0
604,19020175,4,201902,2,9.3211,1.0215,2.0,226000.0,1500.0,3.0,2.0,1.0,2.0,1.0
605,19020176,4,201902,2,9.3211,1.0215,2.0,98000.0,930.0,1.0,2.0,3.0,3.0,1.0
606,19020177,4,201902,2,9.3211,1.0215,2.0,226000.0,1100.0,1.0,2.0,1.0,2.0,1.0
607,19020178,4,201902,2,9.3211,1.0215,2.0,94000.0,1400.0,1.0,2.0,3.0,3.0,1.0
608,19020179,4,201902,2,9.3211,1.0215,2.0,118000.0,1900.0,1.0,2.0,1.0,2.0,1.0
609,19020180,4,201902,2,9.3211,1.0215,2.0,139000.0,1500.0,3.0,2.0,1.0,2.0,1.0
610,19020181,4,201902,2,9.3211,1.0215,2.0,110000.0,1700.0,3.0,2.0,3.0,2.0,1.0
611,19020182,4,201902,2,9.3211,1.0215,2.0,105000.0,1600.0,3.0,2.0,3.0,3.0,1.0
612,19020183,5,201902,3,6.214,1.0215,2.0,216000.0,2600.0,3.0,1.0,3.0,3.0,1.0
613,19020184,4,201902,2,9.3211,1.0215,2.0,125000.0,1500.0,3.0,2.0,1.0,2.0,1.0
614,19020185,4,201902,2,9.3211,1.0215,2.0,97000.0,1600.0,3.0,1.0,1.0,2.0,1.0
615,19020186,4,201902,2,9.3211,1.0215,2.0,147000.0,1600.0,3.0,2.0,1.0,3.0,1.0
616,19020187,4,201902,2,9.3211,1.0215,2.0,77000.0,1100.0,1.0,2.0,3.0,2.0,1.0
617,19020188,4,201902,2,9.3211,1.0215,2.0,128000.0,1600.0,3.0,1.0,3.0,2.0,1.0
