,0
311,101373.05426823255
312,112386.85270863771
313,121777.72523275577
314,107850.87767183594
315,107199.03422681615
316,100741.62152498309
317,87596.45834180526
318,96625.38373563346
319,101374.12735862192
320,142504.96543815453
321,104246.32845963631
322,97878.58156312536
323,93232.5307830181
324,93424.19130300172
325,86864.78414110187
326,97769.57814642042
327,70937.18756388314
328,104246.33024180494
329,84733.41990752053
330,97769.57916480303
331,108933.23133277334
332,115300.97873847559
333,78515.52750236262
334,91551.68675964512
335,112875.26165122166
336,91551.68726883642
337,91551.68752343208
338,108933.23311494291
339,110514.74938195199
340,130660.16529527958
341,99839.10417610873
342,149980.5946138939
343,95897.07538523525
344,108933.23464251682
345,132682.52738513518
346,108933.23515170813
347,95897.07640361786
348,100242.46299244184
349,89228.66506122798
350,136650.6204875484
351,48620.62345504109
352,46754.90141403768
353,54544.67612708919
354,59800.467897910625
355,54414.38695757277
356,65563.79128666222
357,47432.31968847476
358,44275.238902982324
359,36610.182277244516
360,49489.70301324781
361,59470.105827818625
362,69779.88253358565
363,65205.34841826465
364,57147.081074253656
365,78241.50793014187
366,75918.48266738653
367,72314.60609269142
368,67969.22001305781
369,65755.45537098497
370,57468.03999128658
371,63944.79183207452
372,48777.267832019366
373,48777.26808661502
374,50799.629158088006
375,73896.12465106137
376,59990.88889071997
377,59800.47528118361
378,45637.381825632416
379,60255.057095328346
380,63541.43810765352
381,67969.22485037427
382,67969.22510496993
383,80924.8324243594
384,54544.68554712739
385,60804.90786245186
386,70088.96878009476
387,85732.36009250954
388,71077.19756170548
389,43464.69171366468
390,63255.50266928505
391,60804.909644621424
392,44275.249341403134
393,48620.635930227116
394,36610.19297026098
395,48777.2749606967
396,57064.69084958639
397,36610.193734047934
398,48777.275724483654
399,67969.22968769167
400,111476.69084511232
401,90958.9494477408
402,99246.3653366305
403,109476.47118781786
404,113610.16100786626
405,110955.29537573177
406,102999.7203654116
407,115300.68221915234
408,101086.3644928122
409,92286.58764386363
410,83595.81523000076
411,102999.72163838986
412,124432.30096505303
413,92286.58866224624
414,104690.24284967594
415,102596.36562260892
416,98359.98397806194
417,196196.5913641816
418,126646.32357489131
419,115632.52564367838
420,106500.9084253516
421,103591.75650817621
422,101672.08827958349
423,77922.79630075302
424,127853.41148383077
425,132089.79363756906
426,90958.95606722683
427,116627.9172930317
428,121376.66091602016
429,117031.27483638749
430,121185.0011598235
431,114708.24982822686
432,80054.16384407785
433,82076.52491555084
434,117031.27610936575
435,117031.2763639614
436,121376.66295278538
437,103631.8916004952
438,101500.5266031269
439,116668.05111237336
440,103631.89236428216
441,99177.50184956286
442,103631.89287347347
443,103631.89312806912
444,140889.57557843067
445,108340.5062414594
446,117031.27916451357
447,112322.66681490932
448,103631.89440104738
449,105954.92017299496
450,112322.66757869627
451,125358.82683597878
452,99286.50908520073
453,101308.87015667371
454,81904.96425747685
455,111919.31181751098
456,99286.51010358334
457,103631.89669240825
458,109558.79929364566
459,81904.96553045511
460,99286.51112196594
461,95304.35131230392
462,99649.7379011279
463,107937.15379001759
464,112685.89741300605
465,90595.73972648662
466,88061.01769495476
467,137882.6284429459
468,99286.51315873116
469,85618.19132261723
470,102705.38431505114
471,100977.37635184731
472,100977.37660644297
473,86852.21494506393
474,76030.07727923803
475,101699.03850504383
476,90958.96879700944
477,90958.96905160509
478,108340.51464311592
479,106126.4938154472
480,99326.93738757912
481,95304.35640421696
482,86421.92372496612
483,130067.44758723956
484,140085.85666965134
485,126858.03765617218
486,116144.9044254329
487,99888.37776668556
488,116866.56632403284
489,110601.51176121179
490,95139.6351620797
491,104233.76511929743
492,92779.12238361873
493,97565.35377690755
494,97757.01429689117
495,92779.12314740568
496,112685.90581466258
497,119162.65765545052
498,132089.81247764733
499,103995.13390999194
500,79504.33217162639
501,127450.07430812623
502,112685.90734223556
503,77922.81692299992
504,112685.90785142686
505,101781.11435529962
506,130067.45369753428
507,112685.90861521382
508,95304.36353289429
509,95304.36378748994
510,82268.20503939874
511,103995.13696513884
512,82268.20554859005
513,90958.97847164329
514,98736.67588517535
515,47868.08799600322
516,52213.47458482813
517,47868.08850519452
518,57205.76183051523
519,52147.937005314976
520,60435.35289420467
521,59378.455761416815
522,57205.76284889784
523,67665.87190490216
524,69529.48361520842
525,48048.706130142324
526,58870.844305159524
527,73960.54597857781
528,53319.12710381579
529,42496.98943798989
530,45347.09986115806
531,45545.06655218266
532,57484.997383258305
533,63568.53850577492
534,57484.99789244961
535,65590.89983184356
536,67913.92560379021
537,59507.3594731139
538,74281.67326408811
539,56155.50974059291
540,54344.84594708774
541,52213.48094971944
542,52213.48120431509
543,67913.92738595977
544,44883.38006914221
545,63568.54156092275
546,76201.34378404077
547,67913.92840434238
548,47868.09639765974
549,55155.670022991486
550,55155.67027758714
551,69529.49048929103
552,72529.36868129298
553,53419.815381173044
554,70168.85590283293
555,53378.48797521368
556,53419.81614496
557,53319.1344870897
558,50784.412455557846
559,51580.9804625893
560,64565.19040861074
561,67913.93196868151
562,47868.09996199887
563,55033.08012020495
564,53378.49026657455
565,70168.8587033851
566,53319.13677845057
567,62632.26845546439
568,42496.99962181598
569,42496.99987641163
570,47868.10225335974
571,56155.51839684509
572,47868.1030171467
573,51810.13257180806
574,52213.489860567264
575,49733.826076532714
576,67913.9362968076
577,103429.71916649956
578,120811.2647580104
579,126884.65956463479
580,103429.71993028652
581,99363.28221082501
582,114421.80228498485
583,103517.00878885761
584,72271.55535215512
585,150803.89750531688
586,123112.57597182505
587,157581.31430117507
588,123112.57648101635
589,93365.98322642595
590,100982.28828489967
591,100240.77903455682
592,111363.58191004768
593,103113.65430064965
594,112120.49616308324
595,83093.69607312884
596,103408.00766351447
597,89968.49188125972
598,98768.26923939958
599,159603.67817320023
600,107459.04241704848
601,93365.98628157377
602,103113.65659201052
603,101653.40242505912
604,109040.55944784451
605,122709.22377497889
606,118767.19472950883
607,90632.58311186358
608,97000.3305175649
609,81832.80651751067
610,89891.07437071204
611,90393.56882006489
612,103429.72807734739
613,103429.72833194304
614,88179.54850158654
615,113510.3572566174
616,100703.34654421452
617,101215.70826806035
618,92524.93585419841
619,90393.5708568301
620,89761.06604157388
621,77357.41236333456
622,77357.41261793021
623,109503.1254299283
624,90201.9118644204
625,79488.77863368113
626,79379.77445318922
627,90393.57289359439
628,79635.14823413081
629,101362.08015987091
630,103493.44566643052
631,92038.80293075275
632,87629.70384475682
633,127179.02591187693
634,103493.44668481313
635,99148.06060517952
636,81766.51552285999
637,94802.6747801425
638,103493.44770319574
639,99148.06162356213
640,116529.60721507389
641,94802.6757985251
642,129502.05372058973
643,116062.53793833405
644,103429.73622440733
645,92671.31156494375
646,81657.51363372989
647,81766.51832341217
648,103493.45024915226
649,105883.90784562007
650,118767.2059317166
651,97192.00173056498
652,94977.98090289533
653,96788.64546018839
654,68666.64835112821
655,92415.94109374564
656,107435.48184057791
657,107838.83912933804
658,99084.35370911285
659,96717.47171025816
660,98218.43603937421
661,116149.83087043557
662,99323.37003767677
663,109633.1467434438
664,94977.98421263881
665,99323.37080146372
666,94977.98472183011
667,103559.75320979767
668,99323.37156525068
669,94977.98548561707
670,86287.21307175513
671,107610.78796333168
672,101106.71809032932
673,77357.4258569032
674,107775.13045110088
675,86048.19903455209
676,112120.51729452144
677,87629.71555615682
678,103429.74513525516
679,116465.90439253766
680,98681.00227605365
681,131524.42472129315
682,129502.06415901147
683,129502.06441360712
684,120920.29643483087
685,107583.47298626602
686,94738.97450356279
687,116465.90642930288
688,78938.9456882514
689,101215.72685354203
690,116465.90719308984
691,57773.80461204052
692,68437.19342589099
693,55269.69384072255
694,43230.18012138456
695,38600.58775856532
696,55269.69460450951
697,54732.03570565395
698,63531.813063793816
699,66464.57931726333
700,68595.94482382294
701,64291.88665934
702,76615.60717105493
703,42664.17651401926
704,55508.675505913794
705,50770.07870800886
706,61079.85541377589
707,46578.92473660316
708,46578.924991198815
709,43815.054923979566
710,46578.92550039012
711,52505.82810162846
712,61196.6010246817
713,46578.92626417708
714,61123.17698287312
715,61123.17723746877
716,63502.464370308444
717,67490.92489776574
718,67847.85121372808
719,78157.6279194951
720,67847.85248670634
721,52946.67621583585
722,53055.68090551812
723,55269.70249697473
724,42233.54374888353
725,61480.10686317459
726,73774.75661551859
727,76135.2701577656
728,73774.7571247099
729,46578.93135609012
730,44099.2675720565
731,57025.71762143262
732,69870.21661332715
733,62952.62047726661
734,63502.470226007514
735,75114.03450899106
736,68328.2014659904
737,71183.2575830305
738,49047.38598990254
739,57025.72016738821
740,50520.96396589838
741,45230.09160161391
742,54796.24821714964
743,44686.54929689132
744,54637.203537417576
745,42076.911337899975
746,57401.07436842378
747,54969.240676776506
748,54866.35259148758
749,57401.07513221074
750,46578.93746638484
751,52505.84006762318
752,49488.23461330123
753,111587.19132177625
754,89860.25990522746
755,111587.19183096755
756,94205.64674864803
757,89882.51643445902
758,113529.11684338748
759,125932.77103081718
760,121990.74198534805
761,94336.90822215658
762,100896.31589324586
763,117241.99938074127
764,124645.60889045894
765,100263.81158718094
766,116063.84116627928
767,113529.11913474742
768,111718.45534124132
769,104500.19450470619
770,173799.38764783833
771,115660.48540509306
772,115660.48565968871
773,84076.8797522122
774,100492.96191423014
775,120005.87275770493
776,96550.93312335573
777,130910.66701761913
778,100529.69785055425
779,86021.02752513625
780,107638.95501578972
781,91947.93038096931
782,91947.93063556496
783,77221.25143997464
784,77221.2516945703
785,73588.30436050426
786,100573.40153762233
787,94205.65464111231
788,93464.14539076947
789,89860.26881607436
790,85323.22247105278
791,91250.12507229112
792,96337.0211660536
793,74501.08531441819
794,96337.0216752449
795,130991.10816858616
796,102263.9245310789
797,85514.88451861031
798,87537.2455900833
799,101440.3585598655
800,112454.15700027067
801,99226.3379867915
802,101248.6990582645
803,75368.04157287441
804,86190.17974789161
805,103571.72533940338
806,99226.33925976977
807,129535.03967347741
808,90535.56735509913
809,119874.62146802153
810,130991.1122421166
811,98551.04734023195
812,111587.20659751445
813,130991.11300590355
814,99226.34155113064
815,107917.11447418481
816,94880.95572609361
817,103571.72864914685
818,103571.7289037425
819,103571.72915833816
820,96903.31756135356
821,110240.14151910972
822,103571.72992212512
823,94880.95750826318
824,94205.6643157471
825,119874.62554155197
826,103571.73094050772
827,105785.75227736868
828,118821.91153465118
829,107917.11803852394
830,90535.57295620348
831,97094.9806272937
832,102624.34218733665
833,130278.17645971943
834,113740.83321602736
835,122623.26640446857
836,100867.86534247268
837,66508.13195740059
838,81675.65646664612
839,96522.47977203038
840,99057.20231275354
841,76824.12330695707
842,94205.66889846884
843,99226.34893440455
844,105594.0963401068
845,88404.21152317431
846,76824.12457993533
847,89882.53960266244
848,142027.1758680055
849,105241.72463189252
850,77330.27318756562
851,101380.23063065764
852,107344.6210021954
853,104580.75093497522
854,75198.90895398427
855,96293.33580987249
856,92388.79453470372
857,113712.36942628026
858,76824.12763508316
859,111183.86152934562
860,94205.67348118965
861,102493.08937007934
862,102896.44665883854
863,94205.6742449766
864,126754.74409113824
865,91882.64923681598
866,111587.22034567874
867,100682.4268495515
868,119874.63648916408
869,111587.2211094657
870,128968.76670097746
871,89860.28994751256
872,98551.0628705658
873,106838.4787594555
874,115529.25168250874
875,128968.76797395572
876,89860.29122049082
877,76824.13247239962
878,76824.13272699527
879,76824.13298159093
880,92749.60676825047
881,58704.75290802214
882,47882.61524219625
883,53333.65129486099
884,64591.72311932035
885,49817.409837537445
886,47882.616260577925
887,66288.55075624399
888,53282.4052338209
889,49787.53309421241
890,45761.375041874126
891,40987.756499859504
892,60628.23510524165
893,54736.3547573043
894,49904.97936881613
895,55510.80499663483
896,69700.24780394789
897,50899.77621523198
898,67677.88749626186
899,62306.78562850505
900,59699.55408256315
901,65354.86274269782
902,72023.27484887373
903,65655.52795236278
904,67677.88902383577
905,67677.88927843142
906,67677.88953302708
907,47882.62237087358
908,58704.76054589078
909,54250.37003117148
910,58704.76105508208
911,64914.02073878609
912,67677.89131519664
913,57961.403113210574
914,56855.7539039664
915,39191.851739181206
916,56855.7544131577
917,56855.754667753354
918,51484.65279999655
919,67126.45508008264
920,40383.02649888862
921,40383.02675348427
922,40383.027008079924
923,57374.77630416211
924,56071.16065848898
925,52228.01328782458
926,43537.24087396264
927,55510.81339829136
928,67677.89538872708
929,58878.118539778516
930,74266.89613593835
931,69500.53216161765
932,62082.194048765115
933,52228.0153245898
934,32517.13855387736
935,53333.66529762093
936,49904.99057102483
937,47882.630008743145
938,44002.96416179277
939,56170.04615222849
940,43537.24443830177
941,43537.244692897424
942,60727.13001902029
943,35715.54980047699
944,54091.89122002106
945,72023.28605108242
946,95145.32834260631
947,105679.41977416631
948,93314.37185649108
949,125083.32643715013
950,96585.2908353312
951,112047.16794365458
952,136068.83456680365
953,100930.67793334741
954,148729.9278644612
955,85974.85095666349
956,142864.02862718794
957,94224.77932984848
958,111606.32492136024
959,107599.09131250158
960,84432.19842160959
961,97167.69297841843
962,108181.49141882267
963,133370.7456357833
964,115989.20055346377
965,115989.20080805942
966,72219.94983792026
967,101334.03853185009
968,118120.56682380941
969,124239.12969043572
970,127003.00026684627
971,93314.37771219108
972,112156.1777252499
973,82529.7280712612
974,150752.2937732516
975,123060.97223975975
976,107260.94316985272
977,99120.01999554131
978,103193.84896532353
979,95135.58162131347
980,103826.35454436671
981,109862.26158069074
982,101109.72762499191
983,105858.47124798037
984,77763.79268032499
985,92822.31275448482
986,71095.38133793604
987,107548.9927138621
988,69073.02103025
989,136173.48478146736
990,90799.95321058575
991,110312.86405406054
992,90396.5966856135
993,99490.7266428303
994,105967.47848361917
995,108181.49982047919
996,86051.21136976685
997,110203.86114654783
998,120846.95701319445
999,79916.24829292111
1000,97297.79388443287
1001,92952.40780479927
1002,103774.54597981647
1003,99429.15990018286
1004,97003.44230373763
1005,99429.16040937416
1006,90629.3835604256
1007,101643.18200083077
1008,127715.50026080012
1009,103774.54776198603
1010,95145.34463672806
1011,93122.98407444637
1012,138195.8514540447
1013,112526.89073743019
1014,112465.32170342188
1015,108119.9356237892
1016,99429.16320992634
1017,108119.93613298051
1018,97406.8029022403
1019,86393.00497102644
1020,116407.35253106151
1021,99429.1644829046
1022,90738.39206904266
1023,120814.30891768076
1024,112526.89353798237
1025,119024.73192046862
1026,114178.55229029246
1027,140442.53081564978
1028,92643.28139372729
1029,103423.00998539012
1030,105746.03575733677
1031,80386.15675212629
1032,95436.2598153567
1033,71386.30288145598
1034,99087.38004708756
1035,121156.09971838724
1036,108119.94097029697
1037,99320.16412134841
1038,101451.52962790709
1039,103836.12468845863
1040,105651.15263161715
1041,94224.80071588233
1042,90320.25944071356
1043,71386.30542741157
1044,108280.76160780247
1045,114207.66420904081
1046,84019.10815972183
1047,80186.0835493384
1048,99589.98995772749
1049,99589.99021232314
1050,114207.66548201907
1051,92480.73406546935
1052,108171.75920948107
1053,88767.8533102842
1054,92480.73482925631
1055,95244.6054056678
1056,119003.6532712346
1057,120814.317573932
1058,138195.86316544376
1059,90799.97077768482
1060,77763.81202959362
1061,131930.80911181401
1062,125159.70518113952
1063,105858.49161563162
1064,86051.22868227027
1065,77763.81330257189
1066,129908.44956791494
1067,103836.13181713689
1068,129908.45007710624
1069,129908.4503317019
1070,108181.51891515218
1071,92822.33464970998
1072,92822.33490430564
1073,79916.26713299844
1074,110333.97172719613
1075,92952.4266448766
1076,58639.165795722976
1077,34708.35961280111
1078,57922.73552753404
1079,66891.40835339669
1080,47587.88085799664
1081,56581.63241141662
1082,64869.04830030631
1083,75691.18647532351
1084,55718.86207939964
1085,55278.01752953045
1086,56059.96090058703
1087,66882.09907560423
1088,43577.49179149233
1089,48357.41701374017
1090,51683.39398548193
1091,63196.2527176626
1092,56278.65658160206
1093,61017.253888698295
1094,46984.45011185482
1095,66100.15799590852
1096,78694.3616152769
1097,53254.54893435165
1098,57599.935523175634
1099,64076.687363964505
1100,62054.32680168282
1101,64076.68787315581
1102,70444.43527885713
1103,62054.32782006543
1104,68422.07522576675
1105,68422.0754803624
1106,59042.530722352676
1107,50351.75830848981
1108,54697.14489731472
1109,52374.11963455845
1110,64076.69041911233
1111,72767.46359676123
1112,78694.36619799864
1113,75636.76158454362
1114,78694.36696178559
1115,63050.97641315777
1116,50351.761618233286
1117,59042.53454128746
1118,68265.44128721021
1119,68422.08006308414
1120,52228.840274905786
1121,70745.10608962737
1122,53696.51221013535
1123,67466.98049768619
1124,58482.54076801427
1125,50351.763909594156
1126,69461.3177189054
1127,68422.08260904066
1128,57599.94494321477
1129,66099.05760088097
1130,65540.79165025614
1131,50351.766200954095
1132,59042.53912400827
1133,48316.10233756248
1134,62655.87749511376
1135,64550.67080467846
1136,62655.878004305065
1137,74822.95999474078
1138,74822.96024933644
1139,54990.82188775763
1140,48316.104119732045
1141,62655.879277283326
1142,48329.408184628934
1143,50351.76925610192
1144,44980.667388345115
1145,47587.89944347832
1146,50195.1314986106
1147,61173.90819490608
1148,69461.32408379577
1149,58410.03838228248
1150,61173.908958693035
1151,57599.95105350949
1152,108996.96882405411
1153,78579.26473904774
1154,108996.96933324542
1155,95960.81058515515
1156,117687.74251089524
1157,91615.4247601172
1158,116360.61628199741
1159,90691.65556538291
1160,138386.38748451043
1161,99491.43317811843
1162,108718.58937845845
1163,114338.25673809834
1164,90288.29980419762
1165,92611.32557614427
1166,72591.36709402781
1167,116360.61857335828
1168,114338.2580110766
1169,90588.96577764954
1170,174960.14475239813
1171,112418.59029167518
1172,114109.11099376995
1173,82901.14532736782
1174,88669.29856743943
1175,105647.48712478671
1176,96956.71471092477
1177,109801.21370281931
1178,98979.07603699341
1179,126741.91474446189
1180,129396.78088578675
1181,99950.85233167093
1182,105647.48890695628
1183,107669.84997842927
1184,68931.05218189117
1185,103803.14754540473
1186,95003.37069645617
1187,73276.43927990645
1188,99348.7575398758
1189,90657.98512601387
1190,84290.23822950292
1191,88635.62481832784
1192,71254.07973600738
1193,101268.42729604244
1194,96693.89318072051
1195,99457.763757132
1196,92577.65539137088
1197,90657.98716277909
1198,93005.29094556347
1199,82183.15327973757
1200,122033.14004733134
1201,82924.66329386737
1202,69888.50454577617
1203,95960.82280574553
1204,93746.80197807588
1205,90982.9319108557
1206,78579.27823261637
1207,132746.27531483676
1208,71910.86689022742
1209,91615.43799909018
1210,101596.23982031457
1211,97250.8537406819
1212,116654.76014907006
1213,86346.06049914937
1214,92905.46817023959
1215,88560.08209060598
1216,115364.73226928152
1217,104651.59903854225
1218,132746.27811538894
1219,103727.6073636394
1220,112418.3805412883
1221,108072.99446165562
1222,103727.60838202201
1223,112418.38130507525
1224,108072.99522544257
1225,103727.60914580896
1226,103727.60940040462
1227,118977.78973995242
1228,111881.99930076674
1229,101404.58464683965
1230,91615.44360019453
1231,117687.76186016388
1232,127668.56368138827
1233,97250.8595963819
1234,97250.85985097755
1235,129505.7995782299
1236,90800.67985892948
1237,99491.45278198272
1238,90800.68036812078
1239,106050.86070766859
1240,86312.61203075852
1241,88635.6378027061
1242,117687.76466071606
1243,74233.9015730219
1244,143568.4229098931
1245,93637.80823600665
1246,101404.58922956139
1247,97037.28523430042
1248,112418.61040473077
1249,82788.67142313998
1250,114075.45328418445
1251,103803.16485790908
1252,78579.29045320768
1253,123952.82253328059
1254,108996.99530200101
1255,91615.45021968149
1256,69888.5188031327
1257,89292.42521152087
1258,97983.19813457504
1259,121629.79854350258
1260,91615.45149265975
1261,119819.13500459213
1262,76153.57514812332
1263,132746.2900813846
1264,91615.45251104236
1265,130723.92977369856
1266,143018.57952604257
1267,87270.06694060005
1268,130723.93053748552
1269,91615.45378401969
1270,91615.45403861534
1271,74233.90895629488
1272,91615.45454780664
1273,104651.61380508915
1274,41649.68585085496
1275,30786.220269878395
1276,62420.14271529764
1277,67665.78817022685
1278,68660.32261368725
1279,46699.77650830243
1280,45995.07396725286
1281,45995.07422184851
1282,45995.07447644416
1283,41649.688396811485
1284,45995.07498563547
1285,73538.14036096912
1286,73097.29581110086
1287,48369.921875742264
1288,67170.39397364948
1289,75119.65739176515
1290,41451.7237425521
1291,62825.00865780376
1292,69192.75606350414
1293,67170.39601041377
1294,59192.0623421194
1295,62275.16094582621
1296,30629.588113490492
1297,53584.388786559924
1298,64406.526961577125
1299,56348.25961756613
1300,54494.19222602248
1301,45995.08007754758
1302,65275.605246805586
1303,67170.39855637029
1304,69192.75962784328
1305,62825.01273133326
1306,58106.793304848485
1307,58106.79355944414
1308,62017.641769440845
1309,52655.758525162004
1310,53326.86961017456
1311,71765.3125890689
1312,41649.69679846708
1313,54685.85605574958
1314,41649.69730765838
1315,51921.98624312505
1316,41649.697816849686
1317,56708.217891009524
1318,65507.99524914939
1319,56817.22283528652
1320,40623.983047108166
1321,85411.15235899482
1322,128865.01595588028
1323,111080.11383939628
1324,94101.9257912403
1325,101250.58433140349
1326,88214.42558331229
1327,126287.04074195214
1328,113250.88199386094
1329,140359.06235784572
1330,109538.00123867486
1331,120654.49201276898
1332,107618.33326467872
1333,104963.46763254423
1334,124999.8791107852
1335,121941.6564444881
1336,87811.07109510433
1337,118632.13272346556
1338,116206.41512702033
1339,104963.46916011814
1340,120654.49430412985
1341,124999.88089295477
1342,129050.91488270182
1343,111119.52056083176
1344,95760.33629538864
1345,133396.30198071804
1346,107214.97979485337
1347,144303.8915459998
1348,148646.48282945715
1349,150668.84390093014
1350,107515.64551371057
1351,102978.59916868899
1352,102978.59942328464
1353,164111.1562615307
1354,126919.55268588569
1355,111560.3684204435
1356,168053.18632538244
1357,120763.50306734256
1358,98728.48857861105
1359,96917.82478510495
1360,92360.74193669576
1361,90146.72110902611
1362,111873.65303476714
